SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
B1FW7Q2,OC,Owens Corning,2792185,"$401,823,343.35 ",0.029227648,Building Products,US,---
2756174,RPM,RPM International Inc.,4017580,"$400,713,429.20 ",0.029146915,Specialty Chemicals,US,---
BMWS3X9,VTRS,Viatris Inc.,37243212,"$400,364,529 ",0.029121537,Pharmaceuticals,US,---
2547419,MGM,MGM Resorts International,9069542,"$398,878,457.16 ",0.029013444,Casinos & Gaming,US,---
BFMXGR0,EVRG,Evergy Inc.,7154033,"$393,257,194.01 ",0.028604567,Electric Utilities,US,---
2973821,LNT,Alliant Energy Corp.,7824397,"$392,549,997.49 ",0.028553127,Electric Utilities,US,---
2641838,NDSN,Nordson Corp.,1606135,"$392,121,798.90 ",0.028521981,Industrial Machinery & Supplies & Components,US,---
2466321,IPG,Interpublic Group of Cos. Inc.,12003059,"$391,419,753.99 ",0.028470916,Advertising,US,---
2380443,GGG,Graco Inc.,4952181,"$390,925,168.14 ",0.028434941,Industrial Machinery & Supplies & Components,US,---
2239471,MANH,Manhattan Associates Inc.,1921920,"$389,419,430.40 ",0.028325417,Application Software,US,---
BPLYVN5,FWONK,Liberty Media Corp-Liberty Formula One,5652001,"$388,801,148.79 ",0.028280445,Cable & Satellite,US,---
B05MZT4,CE,Celanese Corp. Class A,3040917,"$384,250,272.12 ",0.027949425,Specialty Chemicals,US,---
BSHZ3Q0,TECH,Bio-Techne Corp.,4900009,"$384,160,705.60 ",0.027942911,Life Sciences Tools & Services,US,---
B1VQR35,SMCI,Super Micro Computer Inc.,1393476,"$383,317,378.08 ",0.027881569,"Technology Hardware, Storage & Periphera",US,---
2471950,INCY,Incyte Corp.,5894381,"$380,364,405.93 ",0.027666777,Biotechnology,US,---
2465254,IP,International Paper Co.,10888897,"$380,240,283.24 ",0.027657749,Paper & Plastic Packaging Products & Materials,US,---
B1VZ431,ACM,Aecom,4329595,"$379,921,961.25 ",0.027634595,Construction & Engineering,US,---
B58YSC6,SSNC,SS&C Technologies Holdings Inc.,6579940,"$377,820,154.80 ",0.027481714,Data Processing & Outsourced Services,US,---
2943039,WSO,Watsco Inc.,1035266,"$377,406,220.30 ",0.027451606,Trading Companies & Distributors,US,---
2093644,WRB,W R Berkley Corp.,6096636,"$377,137,902.96 ",0.027432089,Property & Casualty Insurance,US,---
2523022,L,Loews Corp.,6037813,"$374,887,809.17 ",0.027268423,Property & Casualty Insurance,US,---
2442053,LII,Lennox International Inc.,994692,"$374,809,892.52 ",0.027262755,Building Products,US,---
2002479,AES,AES Corp.,20815649,"$373,224,586.57 ",0.027147444,Independent Power Producers & Energy Tra,US,---
BMC9P69,COIN,Coinbase Global Inc. Class A,4673315,"$371,995,874 ",0.02705807,Financial Exchanges & Data,US,---
BZ8VJQ8,VST,Vistra Corp.,11708205,"$367,871,801.10 ",0.026758095,Independent Power Producers & Energy Tra,US,---
BFPK4S5,GLPI,Gaming and Leisure Properties Inc.,7760828,"$367,863,247.20 ",0.026757473,Other Specialized REITs,US,---
2491594,KIM,Kimco Realty Corp.,19255620,"$364,701,442.80 ",0.026527491,Retail REITs,US,---
BLDDH12,DKNG,DraftKings Inc.,12272875,"$363,890,743.75 ",0.026468523,Casinos & Gaming,US,---
BKDS4H5,BILL,BILL Holdings Inc.,3148317,"$363,000,950.10 ",0.026403802,Application Software,US,---
BM99VY2,TPL,Texas Pacific Land Corp.,191761,"$361,421,544.75 ",0.02628892,Oil & Gas Exploration & Production,US,---
BLS09M3,PNR,Pentair plc,5123054,"$359,945,774.04 ",0.026181576,Industrial Machinery & Supplies & Components,IE,---
2726177,REG,Regency Centers Corp.,5751439,"$357,739,505.80 ",0.026021097,Retail REITs,US,---
2166320,CPT,Camden Property Trust,3319983,"$357,296,570.46 ",0.025988879,Multi-Family Residential REITs,US,---
2469193,JKHY,Jack Henry & Associates Inc.,2275466,"$356,747,559.48 ",0.025948945,Transaction & Payment Processing Service,US,---
BJ01KB6,OVV,Ovintiv Inc.,7585676,"$356,223,344.96 ",0.025910815,Oil & Gas Exploration & Production,US,---
BMVP7Y0,RPRX,Royalty Pharma plc Class A,11944675,"$356,190,208.50 ",0.025908405,Pharmaceuticals,GB,---
B067BM3,TAP,Molson Coors Beverage Co. Class B,5608982,"$356,114,267.18 ",0.025902881,Brewers,US,---
2982399,SAIA,Saia Inc.,825877,"$351,988,777.40 ",0.025602803,Cargo Ground Transportation,US,---
BMWWGB0,CZR,Caesars Entertainment Inc.,6368853,"$351,942,816.78 ",0.02559946,Casinos & Gaming,US,---
BMZ5LZ5,CHK,Chesapeake Energy Corp.,3987088,"$351,701,032.48 ",0.025581873,Oil & Gas Exploration & Production,US,---
BMC1PR6,BSY,Bentley Systems Inc. Class B,7040848,"$351,408,723.68 ",0.025560611,Application Software,US,---
2567503,HST,Host Hotels & Resorts Inc.,22198289,"$350,510,983.31 ",0.025495312,Hotel & Resort REITs,US,---
BJBLRK3,PEAK,Healthpeak Properties Inc.,17013654,"$350,140,999.32 ",0.0254684,Health Care REITs,US,---
BRTLC06,LBRDK,Liberty Broadband Corp.,3741431,"$350,048,284.36 ",0.025461656,Cable & Satellite,US,---
2563125,ELS,Equity LifeStyle Properties Inc.,5226128,"$349,941,530.88 ",0.025453891,Single-Family Residential REITs,US,---
BD6P5Q0,TWLO,Twilio Inc. Class A,5439673,"$346,561,566.83 ",0.025208041,Internet Services & Infrastructure,US,---
2427986,CCK,Crown Holdings Inc.,3735710,"$346,150,888.60 ",0.025178169,"Metal, Glass & Plastic Containers",US,---
BWFRFC6,GDDY,GoDaddy Inc. Class A,4772223,"$346,033,889.73 ",0.025169659,Internet Services & Infrastructure,US,---
BCF5RR9,AMH,American Homes 4 Rent Class A,9585658,"$345,467,114.32 ",0.025128433,Single-Family Residential REITs,US,---
2516851,LECO,Lincoln Electric Holdings Inc.,1792902,"$345,061,918.92 ",0.02509896,Industrial Machinery & Supplies & Components,US,---
2645409,NI,NiSource Inc.,12829190,"$343,309,124.40 ",0.024971466,Multi-Utilities,US,---
BJN4XN5,GEN,Gen Digital Inc.,16910677,"$342,441,209.25 ",0.024908336,Systems Software,US,---
2730082,RRX,Regal Rexnord Corp.,2071774,"$336,021,025.06 ",0.024441348,Electrical Components & Equipment,US,---
BYZ62T3,PSTG,Pure Storage Inc. Class A,9167155,"$335,426,201.45 ",0.024398082,"Technology Hardware, Storage & Periphera",US,---
B8DPDT7,SRPT,Sarepta Therapeutics Inc.,2770358,"$335,241,021.58 ",0.024384612,Biotechnology,US,---
2328603,FMC,FMC Corp.,3879046,"$334,490,136.58 ",0.024329995,Fertilizers & Agricultural Chemicals,US,---
BNBRDD4,FNF,Fidelity National Financial Inc.,8050020,"$333,270,828 ",0.024241305,Property & Casualty Insurance,US,---
2897040,TTC,Toro Co.,3256097,"$333,163,845.04 ",0.024233524,Agricultural & Farm Machinery,US,---
2474164,EME,EMCOR Group Inc.,1484925,"$332,994,431.25 ",0.024221201,Construction & Engineering,US,---
BDG75V1,BKI,Black Knight Inc.,4378571,"$331,720,538.96 ",0.024128541,Application Software,US,---
BFX1V56,CDAY,Ceridian HCM Holding Inc.,4555183,"$330,341,871.16 ",0.02402826,Human Resource & Employment Services,US,---
2430412,UTHR,United Therapeutics Corp.,1466275,"$328,973,459 ",0.023928725,Biotechnology,US,---
2623911,NBIX,Neurocrine Biosciences Inc.,3020826,"$328,937,743.14 ",0.023926127,Biotechnology,US,---
BF311Y5,BURL,Burlington Stores Inc.,2026746,"$328,859,805.96 ",0.023920458,Apparel Retail,US,---
BR9YYP4,QRVO,Qorvo Inc.,3061810,"$328,807,775.90 ",0.023916674,Semiconductors,US,---
2437264,HRL,Hormel Foods Corp.,8516015,"$328,633,018.85 ",0.023903962,Packaged Foods & Meats,US,---
2490911,KEY,KeyCorp,29000152,"$328,571,722.16 ",0.023899504,Diversified Banks,US,---
2116228,CHRW,CH Robinson Worldwide Inc.,3627084,"$327,997,206.12 ",0.023857715,Air Freight & Logistics,US,---
2604336,CRL,Charles River Laboratories International Inc.,1585730,"$327,960,678.60 ",0.023855058,Life Sciences Tools & Services,US,---
BD8DJ71,SNAP,Snap Inc.,31536078,"$326,398,407.30 ",0.023741422,Interactive Media & Services,US,---
BJV2RD9,DT,Dynatrace Inc.,6737369,"$324,741,185.80 ",0.02362088,Application Software,US,---
BMWBC20,RBLX,ROBLOX Corp.,11371361,"$321,695,802.69 ",0.023399366,Interactive Home Entertainment,US,---
BKRMR96,EQH,Equitable Holdings Inc.,11082357,"$319,171,881.60 ",0.023215782,Diversified Financial Services,US,---
BC9ZHL9,REXR,Rexford Industrial Realty Inc.,5920276,"$316,557,157.72 ",0.023025594,Industrial REITs,US,---
BFYT7B7,DOCU,DocuSign Inc.,6260268,"$314,891,480.40 ",0.022904436,Application Software,US,---
2298386,EMN,Eastman Chemical Co.,3699256,"$314,473,752.56 ",0.022874052,Specialty Chemicals,US,---
BYQHP96,FND,Floor & Decor Holdings Inc. Class A,3142507,"$313,307,947.90 ",0.022789254,Home Improvement Retail,US,---
2416962,HSIC,Henry Schein Inc.,4091026,"$313,127,130.04 ",0.022776102,Health Care Distributors,US,---
BPMQ7X2,NLY,Annaly Capital Management Inc.,15375696,"$311,665,357.92 ",0.022669776,Mortgage REITs,US,---
2881407,TFX,Teleflex Inc.,1463220,"$311,285,422.80 ",0.022642141,Health Care Equipment,US,---
BJXMVK2,TW,Tradeweb Markets Inc. Class A,3601576,"$311,284,213.68 ",0.022642053,Financial Exchanges & Data,US,---
BFRT3W7,ALLE,Allegion plc,2733601,"$311,111,129.81 ",0.022629463,Building Products,IE,---
BZ1LFG7,ROKU,Roku Inc.,3822309,"$310,371,490.80 ",0.022575663,Movies & Entertainment,US,---
2250289,DAR,Darling Ingredients Inc.,4987968,"$308,056,903.68 ",0.022407306,Agricultural Products & Services,US,---
2427599,FFIV,F5 Inc.,1872430,"$306,441,893.80 ",0.022289834,Communications Equipment,US,---
2747305,ROL,Rollins Inc.,7688046,"$304,215,980.22 ",0.022127927,Environmental & Facilities Services,US,---
2963811,WYNN,Wynn Resorts Ltd.,2996404,"$303,775,437.52 ",0.022095883,Casinos & Gaming,US,---
BH3XG17,ARMK,Aramark,8131325,"$302,322,663.50 ",0.021990211,Restaurants,US,---
BBGVT40,NWSA,News Corp. Class A,14060760,"$302,165,732.40 ",0.021978797,Publishing,US,---
BYVYD43,PFGC,Performance Food Group Co.,4849166,"$301,278,683.58 ",0.021914275,Food Distributors,US,---
BK6YKG1,GL,Globe Life Inc.,2700333,"$301,276,152.81 ",0.021914091,Life & Health Insurance,US,---
BP7RS59,WMS,Advanced Drainage Systems Inc.,2342265,"$300,184,682.40 ",0.0218347,Building Products,US,---
BCV7KT2,AAL,American Airlines Group Inc.,20284691,"$298,793,498.43 ",0.021733509,Passenger Airlines,US,---
BZ0V201,PEN,Penumbra Inc.,1128652,"$298,528,454 ",0.02171423,Health Care Equipment,US,---
B85KFY9,FIVE,Five Below Inc.,1732993,"$298,005,476.28 ",0.02167619,Other Specialty Retail,US,---
2111955,BWA,BorgWarner Inc.,7280938,"$296,698,223.50 ",0.021581103,Automotive Parts & Equipment,US,---
2414580,HAS,Hasbro Inc.,4088778,"$294,392,016 ",0.021413356,Leisure Products,US,---
2728429,RNR,RenaissanceRe Holdings Ltd.,1564047,"$293,868,790.83 ",0.021375297,Reinsurance,BM,---
2019479,BXP,Boston Properties Inc.,4399436,"$293,750,341.72 ",0.021366682,Office REITs,US,---
2431846,JNPR,Juniper Networks Inc.,10085753,"$293,697,127.36 ",0.021362811,Communications Equipment,US,---
BDVJJQ5,NVT,nVent Electric plc,5193438,"$293,636,984.52 ",0.021358436,Electrical Components & Equipment,IE,---
B6SW913,CUBE,CubeSmart,6985061,"$291,346,894.31 ",0.021191861,Self-Storage REITs,US,---
2731193,RGA,Reinsurance Group of America Inc.,2077768,"$288,020,200.16 ",0.020949885,Reinsurance,US,---
2731654,RGEN,Repligen Corp.,1643229,"$285,773,955.39 ",0.020786499,Life Sciences Tools & Services,US,---
BZ0P3W2,BLD,TopBuild Corp.,984558,"$285,600,584.64 ",0.020773888,Homebuilding,US,---
BLFDXH8,U,Unity Software Inc.,7685459,"$284,899,965.13 ",0.020722927,Application Software,US,---
2954194,MTN,Vail Resorts Inc.,1254061,"$283,819,085.52 ",0.020644306,Leisure Facilities,US,---
2179414,CASY,Casey's General Stores Inc.,1160579,"$283,657,113.39 ",0.020632525,Food Retail,US,---
B3SKZK7,COLD,Americold Realty Trust Inc.,8411641,"$283,051,719.65 ",0.02058849,Industrial REITs,US,---
B03Q9D0,MKTX,MarketAxess Holdings Inc.,1170877,"$282,099,395.61 ",0.02051922,Financial Exchanges & Data,US,---
2816023,AOS,A O Smith Corp.,3890518,"$282,062,555 ",0.020516541,Building Products,US,---
BFZNZF8,BJ,BJ's Wholesale Club Holdings Inc.,4181806,"$281,811,906.34 ",0.020498309,Consumer Staples Merchandise Retail,US,---
2967589,WSM,Williams-Sonoma Inc.,1992995,"$281,410,894 ",0.02046914,Homefurnishing Retail,US,---
BWTN5N1,ETSY,Etsy Inc.,3824428,"$281,363,167.96 ",0.020465669,Broadline Retail,US,---
2797560,SCI,Service Corp. International/US,4455492,"$281,186,100.12 ",0.020452789,Specialized Consumer Services,US,---
BYVFC94,USFD,US Foods Holding Corp.,6953264,"$281,120,463.52 ",0.020448015,Food Distributors,US,---
B1WT4X2,IBKR,Interactive Brokers Group Inc.,3040064,"$276,889,029.12 ",0.020140231,Investment Banking & Brokerage,US,---
2711656,NYCB,New York Community Bancorp Inc.,22483556,"$276,098,067.68 ",0.020082698,Regional Banks,US,---
BLCF3J9,WTRG,Essential Utilities Inc.,7473788,"$275,782,777.20 ",0.020059765,Water Utilities,US,---
B4Q5ZN4,JAZZ,Jazz Pharmaceuticals plc,1923690,"$275,780,198.40 ",0.020059577,Pharmaceuticals,IE,---
B40SSC9,HII,Huntington Ingalls Industries Inc.,1240972,"$273,410,951.04 ",0.019887244,Aerospace & Defense,US,---
BD1MGQ3,KNSL,Kinsale Capital Group Inc.,682827,"$272,195,327.01 ",0.019798823,Property & Casualty Insurance,US,---
2048804,PNW,Pinnacle West Capital Corp.,3512773,"$271,431,969.71 ",0.019743298,Electric Utilities,US,---
2045247,ATR,AptarGroup Inc.,2047312,"$271,391,678.72 ",0.019740367,"Metal, Glass & Plastic Containers",US,---
B3MC7D6,FBIN,Fortune Brands Innovations Inc.,3920444,"$270,589,044.88 ",0.019681986,Building Products,US,---
2212922,NRG,NRG Energy Inc.,7164724,"$269,035,386.20 ",0.019568976,Electric Utilities,US,---
2896092,TOL,Toll Brothers Inc.,3265734,"$267,561,586.62 ",0.019461776,Homebuilding,US,---
BJJMGL2,FOXA,Fox Corp. Class A,8066722,"$266,685,829.32 ",0.019398075,Broadcasting,US,---
BP96PQ4,CTLT,Catalent Inc.,5323620,"$266,021,291.40 ",0.019349738,Pharmaceuticals,US,---
B570P91,LEA,Lear Corp.,1840635,"$265,217,097.15 ",0.019291243,Automotive Parts & Equipment,US,---
BZBY209,ITT,ITT Inc.,2575290,"$263,400,661.20 ",0.01915912,Industrial Machinery & Supplies & Components,US,---
2194105,CHDN,Churchill Downs Inc.,2092720,"$262,175,961.60 ",0.019070038,Casinos & Gaming,US,---
2515030,LAD,Lithia Motors Inc.,850486,"$261,966,697.72 ",0.019054817,Automotive Retail,US,---
2134532,AFG,American Financial Group Inc./OH,2258741,"$261,833,256.72 ",0.019045111,Property & Casualty Insurance,US,---
B1HHB18,KBR,KBR Inc.,4255565,"$261,802,358.80 ",0.019042864,Research & Consulting Services,US,---
B8383P2,WEX,WEX Inc.,1332708,"$261,450,655.44 ",0.019017281,Transaction & Payment Processing Service,US,---
BKM4N88,PCTY,Paylocity Holding Corp.,1303178,"$261,287,189 ",0.019005391,Human Resource & Employment Services,US,---
BF0LKD0,KNX,Knight-Swift Transportation Holdings Inc.,4763089,"$261,112,538.98 ",0.018992688,Cargo Ground Transportation,US,---
2883890,TTEK,Tetra Tech Inc.,1657281,"$260,773,165.35 ",0.018968003,Environmental & Facilities Services,US,---
2098508,BIO,Bio-Rad Laboratories Inc. Class A,649759,"$260,033,551.80 ",0.018914205,Life Sciences Tools & Services,US,---
BYR0914,WRK,Westrock Co.,7940109,"$259,720,965.39 ",0.018891468,Paper & Plastic Packaging Products & Materials,US,---
BN2RYW9,NOV,NOV Inc.,12254216,"$258,931,584.08 ",0.01883405,Oil & Gas Equipment & Services,US,---
B19HX21,CELH,Celsius Holdings Inc.,1320159,"$258,803,970.36 ",0.018824768,Soft Drinks & Non-alcoholic Beverages,US,---
BMHL0Z4,WSC,WillScot Mobile Mini Holdings Corp.,6308458,"$258,772,947.16 ",0.018822512,Construction & Engineering,US,---
2416973,WCC,WESCO International Inc.,1591788,"$257,630,887.80 ",0.018739441,Trading Companies & Distributors,US,---
2202473,CLH,Clean Harbors Inc.,1520825,"$257,536,505.50 ",0.018732576,Environmental & Facilities Services,US,---
2433842,UNM,Unum Group,5212206,"$256,388,413.14 ",0.018649066,Life & Health Insurance,US,---
2040640,JLL,Jones Lang LaSalle Inc.,1482729,"$256,215,571.20 ",0.018636494,Real Estate Services,US,---
BKRTG56,CG,Carlyle Group Inc.,7916483,"$256,098,225.05 ",0.018627959,Asset Management & Custody Banks,US,---
BYXJF62,Z,Zillow Group Inc. Class C,4906618,"$255,929,194.88 ",0.018615664,Real Estate Services,US,---
2010278,AGCO,AGCO Corp.,1974965,"$255,817,216.45 ",0.018607519,Agricultural & Farm Machinery,US,---
2208288,CGNX,Cognex Corp.,5418522,"$255,104,015.76 ",0.018555642,Electronic Equipment & Instruments,US,---
B6Z1355,XPO,XPO Inc.,3413381,"$254,740,624.03 ",0.01852921,Cargo Ground Transportation,US,---
2162845,CPB,Campbell Soup Co.,6067689,"$253,022,631.30 ",0.018404248,Packaged Foods & Meats,US,---
BHLNZ89,SWAV,Shockwave Medical Inc.,1143836,"$252,090,016.04 ",0.018336411,Health Care Equipment,US,---
2455761,EGP,EastGroup Properties Inc.,1400150,"$251,508,944.50 ",0.018294146,Industrial REITs,US,---
2923785,UHS,Universal Health Services Inc. Class B,1861338,"$250,722,228.60 ",0.018236922,Health Care Facilities,US,---
2350684,BEN,Franklin Resources Inc.,9348526,"$249,979,585.24 ",0.018182904,Asset Management & Custody Banks,US,---
BNNTGJ5,BBWI,Bath & Body Works Inc.,6759241,"$249,213,215.67 ",0.01812716,Other Specialty Retail,US,---
BN7P9B2,FRT,Federal Realty Investment Trust,2531081,"$247,894,073.14 ",0.018031209,Retail REITs,US,---
2241205,CW,Curtiss-Wright Corp.,1190442,"$247,600,031.58 ",0.018009821,Aerospace & Defense,US,---
BSPHGN6,LAMR,Lamar Advertising Co. Class A,2711164,"$247,312,380.08 ",0.017988898,Other Specialized REITs,US,---
BMZQ9C1,DINO,HF Sinclair Corp,4483141,"$246,976,237.69 ",0.017964448,Oil & Gas Refining & Marketing,US,---
B8DMK08,THC,Tenet Healthcare Corp.,3180627,"$246,689,430.12 ",0.017943586,Health Care Facilities,US,---
2572303,MAT,Mattel Inc.,11088669,"$245,724,905.04 ",0.017873429,Leisure Products,US,---
BYVZ186,CLF,Cleveland-Cliffs Inc.,16057195,"$245,514,511.55 ",0.017858125,Steel,US,---
BYNPPC6,XRAY,Dentsply Sirona Inc.,6594718,"$244,598,090.62 ",0.017791467,Health Care Supplies,US,---
2590930,MIDD,Middleby Corp.,1679396,"$244,503,263.64 ",0.01778457,Industrial Machinery & Supplies & Components,US,---
2645078,NATI,National Instruments Corp.,4092505,"$243,913,298 ",0.017741657,Electronic Equipment & Instruments,US,---
2483074,TREX,Trex Co. Inc.,3413578,"$243,627,061.86 ",0.017720837,Building Products,US,---
2487407,EWBC,East West Bancorp Inc.,4377377,"$242,244,043.18 ",0.017620239,Regional Banks,US,---
2276467,DCI,Donaldson Co. Inc.,3792189,"$242,207,111.43 ",0.017617553,Industrial Machinery & Supplies & Components,US,---
2948089,WWD,Woodward Inc.,1863862,"$241,127,826.94 ",0.017539049,Aerospace & Defense,US,---
BF09HX3,TPR,Tapestry Inc.,7206290,"$240,113,582.80 ",0.017465275,"Apparel, Accessories & Luxury Goods",US,---
BYQ7X81,SITE,SiteOne Landscape Supply Inc.,1401851,"$239,982,872.69 ",0.017455767,Trading Companies & Distributors,US,---
B19HNF4,GTLS,Chart Industries Inc.,1326723,"$239,579,639.34 ",0.017426437,Industrial Machinery & Supplies & Components,US,---
BP6D7B7,TOST,Toast Inc. Class A,10802663,"$239,495,038.71 ",0.017420284,Transaction & Payment Processing Service,US,---
BMV3LG4,APP,AppLovin Corp. Class A,5516335,"$238,415,998.70 ",0.017341797,Application Software,US,---
2366799,GNTX,Gentex Corp.,7291814,"$238,150,645.24 ",0.017322496,Automotive Parts & Equipment,US,---
2960384,WHR,Whirlpool Corp.,1700106,"$237,946,835.76 ",0.017307671,Household Appliances,US,---
2658526,OLN,Olin Corp.,4094410,"$237,557,668.20 ",0.017279364,Commodity Chemicals,US,---
2216991,TPX,Tempur Sealy International Inc.,5082219,"$237,441,271.68 ",0.017270898,Home Furnishings,US,---
BNNTGF1,GXO,GXO Logistics Inc.,3701011,"$236,753,673.67 ",0.017220883,Air Freight & Logistics,US,---
2190084,CHE,Chemed Corp.,462834,"$236,711,820.96 ",0.017217839,Health Care Services,US,---
BFD2WR8,AR,Antero Resources Corp.,8526690,"$235,933,512.30 ",0.017161227,Oil & Gas Exploration & Production,US,---
2110703,RHI,Robert Half Inc.,3184409,"$235,518,889.64 ",0.017131068,Human Resource & Employment Services,US,---
2051404,ARW,Arrow Electronics Inc.,1757400,"$234,489,882 ",0.017056221,Technology Distributors,US,---
2159267,CACI,CACI International Inc. Class A,713604,"$234,069,248.04 ",0.017025625,Research & Consulting Services,US,---
BKTNTR9,PARA,Paramount Global Class B,15508746,"$234,026,977.14 ",0.01702255,Broadcasting,US,---
2793610,SEIC,SEI Investments Co.,3755867,"$233,089,106.02 ",0.016954332,Asset Management & Custody Banks,US,---
B72XK05,ALLY,Ally Financial Inc.,8378200,"$231,992,358 ",0.016874557,Consumer Finance,US,---
2043274,OHI,Omega Healthcare Investors Inc.,7288330,"$231,914,660.60 ",0.016868905,Health Care REITs,US,---
B1FLZ21,CIEN,Ciena Corp.,4638483,"$231,831,380.34 ",0.016862848,Communications Equipment,US,---
2828619,SWN,Southwestern Energy Co.,34189013,"$231,801,508.14 ",0.016860675,Oil & Gas Exploration & Production,US,---
2523334,RRC,Range Resources Corp.,7153836,"$231,641,209.68 ",0.016849015,Oil & Gas Exploration & Production,US,---
2331430,AIZ,Assurant Inc.,1649675,"$229,849,217.75 ",0.01671867,Multi-line Insurance,US,---
BYQBFT8,NTNX,NUTANIX INC - A,7388718,"$229,789,129.80 ",0.0167143,Application Software,US,---
2755706,RGLD,Royal Gold Inc.,2047142,"$229,464,146.78 ",0.016690661,Gold,US,---
B8BR3H3,BERY,Berry Global Group Inc.,3508639,"$229,254,472.26 ",0.01667541,"Metal, Glass & Plastic Containers",US,---
2945143,WBS,Webster Financial Corp.,5404278,"$229,195,429.98 ",0.016671115,Regional Banks,US,---
B6197Q2,GNRC,Generac Holdings Inc.,1927842,"$229,046,908.02 ",0.016660312,Electrical Components & Equipment,US,---
2277880,OLED,Universal Display Corp.,1405416,"$228,464,424.96 ",0.016617944,Semiconductors,US,---
B50K3X8,PRI,Primerica Inc.,1124440,"$225,967,462.40 ",0.016436321,Life & Health Insurance,US,---
2576941,EXEL,Exelixis Inc.,10080518,"$225,702,798.02 ",0.01641707,Biotechnology,US,---
2659109,ORI,Old Republic International Corp.,8221877,"$224,868,335.95 ",0.016356373,Property & Casualty Insurance,US,---
B7MSLL8,MTDR,Matador Resources Co.,3519873,"$223,511,935.50 ",0.016257712,Oil & Gas Exploration & Production,US,---
BMW7N69,CHX,ChampionX Corp.,6192432,"$223,484,870.88 ",0.016255743,Oil & Gas Equipment & Services,US,---
2211811,NNN,NNN REIT Inc.,5642819,"$222,270,640.41 ",0.016167423,Retail REITs,US,---
2311711,ERIE,Erie Indemnity Co. Class A,793975,"$221,304,651.75 ",0.016097159,Property & Casualty Insurance,US,---
B7JYSG3,GWRE,Guidewire Software Inc.,2548736,"$220,287,252.48 ",0.016023156,Application Software,US,---
B28XP76,IVZ,Invesco Ltd.,13786497,"$219,481,032.24 ",0.015964514,Asset Management & Custody Banks,BM,---
BG0T321,DBX,Dropbox Inc. Class A,7892989,"$219,346,164.31 ",0.015954704,Application Software,US,---
BDDQ975,ELF,elf Beauty Inc.,1576364,"$218,657,450.44 ",0.015904608,Personal Care Products,US,---
BYNQ369,ACI,Albertsons Cos. Inc. Class A,9747140,"$218,335,936 ",0.015881222,Food Retail,US,---
B9CGTC3,NCLH,Norwegian Cruise Line Holdings Ltd.,13149394,"$217,885,458.58 ",0.015848456,"Hotels, Resorts & Cruise Lines",BM,---
2919290,LNW,Light & Wonder Inc.,2837842,"$217,577,346.14 ",0.015826044,Casinos & Gaming,US,---
B033TJ7,TXRH,Texas Roadhouse Inc. Class A,2083167,"$216,857,684.70 ",0.015773698,Restaurants,US,---
BM8J4C2,SOFI,SoFi Technologies Inc.,24986602,"$216,383,973.32 ",0.015739241,Consumer Finance,US,---
2632003,NYT,New York Times Co. Class A,4882006,"$216,126,405.62 ",0.015720506,Publishing,US,---
2928683,VFC,VF Corp.,10924490,"$215,867,922.40 ",0.015701705,"Apparel, Accessories & Luxury Goods",US,---
2969637,DKS,Dick's Sporting Goods Inc.,1850981,"$215,343,129.54 ",0.015663533,Other Specialty Retail,US,---
BKZ7N95,ONTO,Onto Innovation Inc.,1543675,"$214,539,951.50 ",0.015605112,Semiconductor Materials & Equipment,US,---
2360757,FR,First Industrial Realty Trust Inc.,4106398,"$213,286,312.12 ",0.015513925,Industrial REITs,US,---
BP0TQN6,HOOD,Robinhood Markets Inc. Class A,19579525,"$213,221,027.25 ",0.015509176,Investment Banking & Brokerage,US,---
B2Q8249,GPK,Graphic Packaging Holding Co.,9565636,"$212,739,744.64 ",0.015474169,Paper & Plastic Packaging Products & Materials,US,---
2809250,SSD,Simpson Manufacturing Co. Inc.,1330000,"$212,480,800 ",0.015455334,Building Products,US,---
B23DBK6,G,Genpact Ltd.,5686093,"$212,261,851.69 ",0.015439408,Data Processing & Outsourced Services,BM,---
2657802,OGE,OGE Energy Corp.,6232168,"$212,205,320.40 ",0.015435296,Electric Utilities,US,---
BYX2YJ7,EHC,Encompass Health Corp.,2985875,"$212,116,560 ",0.01542884,Health Care Facilities,US,---
2503994,LSTR,Landstar System Inc.,1117502,"$212,113,054.62 ",0.015428585,Cargo Ground Transportation,US,---
2663520,OSK,Oshkosh Corp.,2039901,"$211,802,920.83 ",0.015406027,Construction Machinery & Heavy Transportation Equipment,US,---
B65VZ37,ACHC,Acadia Healthcare Co. Inc.,2743012,"$211,486,225.20 ",0.015382991,Health Care Facilities,US,---
BKM4S16,MSA,MSA Safety Inc.,1157304,"$211,416,294.72 ",0.015377904,Office Services & Supplies,US,---
BKWQ2N2,VOYA,Voya Financial Inc.,3032392,"$211,297,074.56 ",0.015369233,Diversified Financial Services,US,---
2428042,SKX,Skechers USA Inc. Class A,4190672,"$210,832,708.32 ",0.015335456,Footwear,US,---
B57VWJ3,SPSC,SPS Commerce Inc.,1129496,"$210,233,090.48 ",0.015291841,Application Software,US,---
BZ0W624,BWXT,BWX Technologies Inc.,2845476,"$209,882,309.76 ",0.015266326,Aerospace & Defense,US,---
2341484,FHN,First Horizon Corp.,16693270,"$209,500,538.50 ",0.015238557,Regional Banks,US,---
